WMO Region;Country;Station;Latitude;Longitude;Elevation;WMO Index
Europe;Norway;SKLINNA LH;65.2022222222;10.9963888889;23;0-20000-0-01102
Europe;Iceland;BLONDUOS;65.6666666667;-20.3;23;0-20000-0-04045
Europe;Greenland;AASIAAT (EGEDESMINDE);68.7080555556;-52.8516666667;43;0-20000-0-04220
Europe;France;LAVAL-ETRONNIER;48.0305555556;-0.7463888889;101;0-20000-0-07134
Europe;Germany;FREIBURG;48.0233333333;7.8341666667;236.3;0-20000-0-10803
Europe;Austria;MILLSTATT;46.8080555556;13.5727777777;721;0-20000-0-11215
Europe;Russian Federation;KASHKARANTSY;66.3369444444;36.0169444444;2;0-20000-0-22334
Europe;Denmark;RONBJERG HUSE HAVN;56.8922222222;9.1669444444;2;0-20000-0-06063
Europe;Slovakia;PIESTANY;48.6166666667;17.8333333333;163;0-20000-0-11826
Europe;Austria;KOEFLACH;47.07;15.0872222222;463;0-20000-0-11221
Europe;Russian Federation;KALEVALA;65.2166666667;31.15;118;0-20000-0-22408
Europe;Belgium;ANTWERPEN/DEURNE;51.1902777778;4.4577777778;11.9;0-20000-0-06450
Europe;Serbia;PALIC;46.1;19.7666666667;102;0-20000-0-13067
Europe;Croatia;ZADAR RS;44.0969444444;15.3402777778;78;0-20000-0-14430
Europe;Romania;SINAIA 1500;45.3549715929;25.51418529;1510;0-20000-0-15325
Europe;Finland;KARVIA ALKKIA;62.1833333333;22.7997222222;161;0-20000-0-02708
Europe;Belgium;KLEINE BROGEL;51.1688888889;5.4627777778;60.96;0-20000-0-06479
Europe;Switzerland;THUN;46.7497222222;7.5852777778;570;0-20000-0-06731
Europe;Germany;WEIHENSTEPHAN-DURNAST;48.402499;11.694555;477.1;0-20000-0-10863
Europe;Germany;MUENCHEN-STADT;48.1630555556;11.5427777778;515.2;0-20000-0-10865
Europe;Serbia;KRAGUJEVAC;44.0333333333;20.9333333333;183;0-20000-0-13278
Europe;Russian Federation;KARPOGORY;64.0105555556;44.4494444444;63;0-20000-0-22671
Europe;Norway;MYKEN;66.7627777778;12.4858333333;17;0-20000-0-01115
Europe;Sweden;SUNDSVALL HARNOSAND (2365-0);62.5316666667;17.4361111111;3.9;0-20000-0-02365
Europe;Romania;BUZAU;45.1326632857;26.8517319231;97;0-20000-0-15350
Europe;Russian Federation;SURA;63.5833333333;45.6333333333;62.4;0-20000-0-22676
Europe;Russian Federation;NOVODEVIC'E;53.6;48.8333333333;141.77;0-20000-0-27894
Europe;Ukraine;RAVA-RUS'KA;50.25;23.6333333333;252;0-20000-0-33287
Europe;Sweden;DELSBO;61.8272222222;16.5419444444;70.64;0-20000-0-02347
Europe;Iceland;HAELL;64.06507;-20.24118;121;0-20000-0-04050
Europe;France;PERPIGNAN;42.7372222222;2.8727777778;44;0-20000-0-07747
Europe;Turkey;GEMEREK;39.1833333333;36.0666666667;1171;0-20000-0-17162
Europe;United Kingdom (the);RHYL NO2;53.2591666667;-3.5088888889;77;0-20000-0-03313
Europe;Portugal;OTA;39.11667;-8.98333;41;0-20000-0-08539
Europe;Serbia;SREMSKA MITROVICA;45.1;19.55;82;0-20000-0-13266
Europe;Croatia;HVAR;43.1711111111;16.4369444444;20;0-20000-0-14447
Europe;Russian Federation;TAMBOV (27944-0);52.7333333333;41.4666666667;null;0-20000-0-27944
Europe;Belgium;ST-HUBERT;50.0388888889;5.4038888889;563;0-20000-0-06476
Europe;Germany;WIESENBURG;52.1205555556;12.4586111111;187;0-20000-0-10368
Europe;Denmark;BORRIS;55.9591666667;8.6241666667;25;0-20000-0-06082
Europe;Belgium;DIEPENBEEK;50.9155555556;5.4502777778;37;0-20000-0-06477
Europe;Italy;DECIMOMANNU;39.3461111111;8.9675;29;0-20000-0-16546
Europe;Russian Federation;PENZA;53.1227777778;45.0188888889;169.49;0-20000-0-27962
Europe;France;SOLENZARA;41.9238888889;9.3972222222;9;0-20000-0-07765
Europe;Portugal;OVAR/MACEDA;40.91584;-8.64119;17;0-20000-0-08544
Europe;Turkey;AKHISAR;38.9166666667;27.85;93;0-20000-0-17184
Europe;Russian Federation;KANADEJ;53.15;47.5166666667;107.26;0-20000-0-27981
Europe;Sweden;KUGGOREN;61.7033333333;17.5252777778;8.52;0-20000-0-02355
Europe;Norway;VEST-TORPA II;60.9344444444;10.0358333333;542;0-20000-0-01374
Europe;Sweden;BRAMON;62.2208333333;17.7427777778;17.66;0-20000-0-02368
Europe;Spain;LA CORUNA;43.3658333333;-8.4213888889;58;0-20000-0-08001
Europe;Montenegro;ZABLJAK;43.15;19.1333333333;1450;0-20000-0-13361
Europe;Serbia;ZLATIBOR;43.7333333333;19.7166666667;1029;0-20000-0-13367
Europe;Turkey;KAPODOKYA;38.7666666667;34.5333333333;947;0-20000-0-17194
Europe;Spain;LUGO/ROZAS;43.1113888889;-7.4575;445;0-20000-0-08008
Europe;Portugal;EVORA;38.5666666667;-7.9;309;0-20000-0-08557
Europe;Turkey;KAYSERI/ERKILET;38.8166666667;35.4333333333;1055;0-20000-0-17195
Europe;Ukraine;UMAN';48.7666666667;30.2333333333;214;0-20000-0-33587
Europe;Finland;VALTIMO KK;63.6672222222;28.8291666667;115;0-20000-0-02798
Europe;United Kingdom (the);KIRKWALL;58.9536111111;-2.9013888889;17.7;0-20000-0-03017
Europe;Germany;MUEHLDORF;48.2791666667;12.5025;405.6;0-20000-0-10875
Europe;Montenegro;PLJEVLJA;43.35;19.35;784;0-20000-0-13363
Europe;Norway;KVITFJELL;61.4647222222;10.1275;1030;0-20000-0-01375
Europe;Norway;VEGGLI II;60.0433333333;9.1466666667;275;0-20000-0-01471
Europe;Sweden;LUNGO;62.6430555556;18.0930555556;17.82;0-20000-0-02382
Europe;Germany;DUESSELDORF;51.2975;6.7691666667;36.6;0-20000-0-10400
Europe;Germany;ERDING;48.3191666667;11.9438888889;459.9;0-20000-0-10869
Europe;Russian Federation;KOSLAN;63.45;48.9166666667;131.86;0-20000-0-22695
Europe;Russian Federation;SUOYARVI;62.1;32.3833333333;158;0-20000-0-22717
Europe;Russian Federation;ST.PETERSBURG (VOEJKOVO) (26063-0);59.9666666667;30.3;3;0-20000-0-26063
Europe;Ukraine;ZOLOTONOSHA;49.6833333333;32.5166666667;94;0-20000-0-33484
Europe;Sweden;HALLUM;58.3222222222;13.0405555556;70.13;0-20000-0-02542
Europe;Finland;HAMEENLINNA LAMMI EVO;61.2166666667;25.1327777778;134;0-20000-0-02713
Europe;France;TROYES-BARBEREY;48.3247222222;4.02;119;0-20000-0-07168
Europe;Russian Federation;KONDOPOGA;62.1666666667;34.3;41;0-20000-0-22727
Europe;Denmark;KOLDINGEGNENS LUFTHAVN;55.4375;9.3336111111;43.59;0-20000-0-06108
Europe;Serbia;NEGOTIN;44.2333333333;22.55;42;0-20000-0-13295
Europe;Turkey;CIHANBEYLI;38.65;32.95;969;0-20000-0-17191
Europe;Russian Federation;SHLISSEL'BURG;59.9333333333;31;14;0-20000-0-26072
Europe;Ukraine;SVITLOVODS'K;49.05;33.25;85;0-20000-0-33614
Europe;Poland;USTKA;54.5883333333;16.8541666667;3.25;0-20000-0-12115
Europe;Estonia;TIIRIKOJA;58.8654;26.9521;32.4;0-20000-0-26145
Europe;Ukraine;UZHHOROD;48.6333333333;22.2666666667;115;0-20000-0-33631
Europe;Norway;LILLEHAMMER-SAETHERENGEN;61.0925;10.4772222222;240;0-20000-0-01378
Europe;Finland;SODANKYLA LOKKA;67.8213888889;27.7463888889;240;0-20000-0-02719
Europe;Finland;MUSTASAARI VALASSAARET;63.4355555556;21.0644444444;4;0-20000-0-02910
Europe;Switzerland;GUETSCH OB ANDERMATT;46.6525;8.615;2283;0-20000-0-06750
Europe;Italy;BOLOGNA/BORGO PANIGALE;44.5308333333;11.2969444444;37;0-20000-0-16140
Europe;Russian Federation;GDOV;58.7333333333;27.8333333333;39;0-20000-0-26157
Europe;Ukraine;SELIATYN;47.8666666667;25.2166666667;762;0-20000-0-33657
Europe;Germany;ESSEN-BREDENEY (10410-1);51.4055555556;6.9686111111;153;0-20001-0-10410
Europe;France;LORIENT LANN BIHOUE;47.7627777778;-3.4355555556;49;0-20000-0-07205
Europe;Bosnia and Herzegovina;BJELASNICA;43.703749;18.257145;2067;0-20000-0-14652
Europe;Greece;KERKYRA (AIRPORT);39.6080555556;19.9138888889;1.83;0-20000-0-16641
Europe;Germany;STUTTGART/SCHNARRENBERG (10739-1);48.8333333333;9.2;314;0-20001-0-10739
Europe;Austria;WIEN/HOHE WARTE (11035-1);48.2486111111;16.3563888889;198;0-20001-0-11035
Europe;Greece;IOANNINA (AIRPORT);39.6949;20.8193;474.88;0-20000-0-16642
Europe;Estonia;SORVE;57.9136;22.0579;2.5;0-20000-0-26218
Europe;Poland;GDANSK PORT PN.;54.3997222222;18.6977777778;2.58;0-20000-0-12140
Europe;Bosnia and Herzegovina;CEMERNO;43.2333333333;18.6;1305;0-20000-0-14656
Europe;Russian Federation;OZERKI;60.2166666667;29;4;0-20000-0-22897
Europe;Norway;SELBU;63.2247222222;11.0075;160;0-20000-0-01273
Europe;Turkey;MUS;38.7333333333;41.5166666667;1320;0-20000-0-17204
Europe;Latvia;AINAZI;57.8677777778;24.3658333333;6.12;0-20000-0-26229
Europe;Russian Federation;NOVAJA LADOGA;60.1166666667;32.3166666667;12;0-20000-0-22917
Europe;Turkey;TATVAN;38.4833333333;42.3;1665;0-20000-0-17205
Europe;Latvia;VENTSPILS;57.3955555556;21.5372222222;1.69;0-20000-0-26314
Europe;Moldova (the Republic of);DUBASARI;47.2833333333;29.1333333333;null;0-20000-0-33821
Europe;Norway;RORVIK AP;64.835;11.1408333333;4.26;0-20000-0-01282
Europe;Sweden;STORLIEN-STORVALLEN A;63.2827777778;12.1219444444;583;0-20000-0-02207
Europe;Sweden;KARLSTAD, SOL;59.3591666667;13.4719444444;46;0-20000-0-02419
Europe;Finland;HALSUA KANALA PUROLA;63.4455555556;24.4441666667;153;0-20000-0-02725
Europe;Iceland;FAGURHOLSMYRI;63.8833333333;-16.65;37.33;0-20000-0-04072
Europe;Spain;ARAGUES DEL PUERTO, LIZARRA;42.765;-0.6275;1540;0-20000-0-08911
Europe;Latvia;STENDE;57.1833333333;22.5508333333;79.8;0-20000-0-26318
Europe;Moldova (the Republic of);BALTATA;47.05;29.0333333333;null;0-20000-0-33824
Europe;Finland;ENONTEKIO NAKKALA;68.6030555556;23.5761111111;374;0-20000-0-02726
Europe;Switzerland;LUGANO-AGNO;46.0005555556;8.9091666667;279;0-20000-0-06775
Europe;France;NEVERS-MARZY;46.9983333333;3.1127777778;183;0-20000-0-07260
Europe;Spain;BURGOS/VILLAFRIA;42.3561111111;-3.6213888889;891;0-20000-0-08075
Europe;Turkey;BURDUR;37.6666666667;30.3333333333;967;0-20000-0-17238
Europe;Switzerland;MATHOD;46.7369444444;6.5680555556;437;0-20000-0-06618
Europe;Switzerland;WEISSFLUHGIPFEL;46.835;9.7944444444;2840;0-20000-0-06776
Europe;France;AUXERRE PERRIGNY;47.8247222222;3.5497222222;152;0-20000-0-07266
Europe;Spain;VITORIA/FORONDA;42.8719444444;-2.7333333333;513;0-20000-0-08080
Europe;Italy;FIRENZE;43.7855555556;11.2158333333;17;0-20000-0-16171
Europe;United Kingdom (the);THOMASTOWN;54.3294444444;-7.5941666667;72;0-20000-0-03901
Europe;Austria;GALTUER;46.9680555556;10.1855555556;1587;0-20000-0-11312
Europe;Poland;RESKO-SMOLSKO;53.7636111111;15.3933333333;52;0-20000-0-12210
Europe;Italy;MONTE ARGENTARIO;42.3869444444;11.1697222222;630.7;0-20000-0-16168
Europe;Russian Federation;MINERAL'NYE VODY (37054-0);44.2333333333;43.0666666667;323;0-20000-0-37054
Europe;Romania;BAIA MARE;47.6608333;23.473333;186.11;0-20000-0-15014
Europe;Greece;MYTILINI (AIRPORT);39.0538888889;26.6036111111;18.29;0-20000-0-16667
Europe;Sweden;STORLIEN SOL;63.3016666667;12.1238888889;647;0-20000-0-02205
Europe;Sweden;KETTSTAKA;58.7161111111;15.0302777778;225.08;0-20000-0-02554
Europe;Greenland;NARSAQ HELIPORT;60.9166666667;-46.0586111111;25.3;0-20000-0-04280
Europe;Turkey;CESME;38.3;26.3;5;0-20000-0-17221
Europe;Russian Federation;GORJACIJ KLJUC;44.6333333333;39.1;60.74;0-20000-0-37014
Europe;Spain;PONFERRADA;42.5638888889;-6.6;534;0-20000-0-08053
Europe;Latvia;KOLKA (26313-0);57.7469444444;22.5897222222;4.09;0-20000-0-26313
Europe;Georgia;POTI;42.1430555556;41.6891666667;1.6;0-20000-0-37379
Europe;Finland;SODANKYLA VUOTSO;68.0841666667;27.185;248;0-20000-0-02816
Europe;United Kingdom (the);PORTGLENONE;54.8652777778;-6.4583333333;64;0-20000-0-03915
Europe;Iceland;SKJALDTHINGSSTADIR;65.7;-14.8166666667;44;0-20000-0-04085
Europe;Switzerland;AROSA;46.7925;9.6788888889;1878;0-20000-0-06785
Europe;Greece;PIRAEUS;37.9833333333;23.5666666667;2;0-20000-0-16717
Europe;France;LA ROCHE-SUR-YON;46.7055555556;-1.3816666667;91;0-20000-0-07306
Europe;Georgia;PASANAURI;42.3558333333;44.6852777778;1070;0-20000-0-37432
Europe;Iceland;RAUFARHOFN;66.45135;-15.94862;6.4;0-20000-0-04077
Europe;France;BLAISY HAUT RADAR;47.3552777778;4.7758333333;592;0-20000-0-07274
Europe;Austria;ALLENTSTEIG;48.6908333333;15.3669444444;598.8;0-20000-0-11019
Europe;Ukraine;NIZHNI SIROHOZY;46.85;34.4;54;0-20000-0-33877
Europe;Austria;STIFT ZWETTL;48.6177777778;15.2036111111;502.4;0-20000-0-11020
Europe;Austria;BRUNNENKOGEL/OETZTALER ALPEN;46.9127777778;10.8616666667;3437;0-20000-0-11318
Europe;Romania;CERNAVODA;44.3456390742;28.0437104417;87.17;0-20000-0-15445
Europe;Greece;PATRAI;38.25;21.7333333333;1;0-20000-0-16689
Europe;Russian Federation;OSTASKOV;57.1166666667;33.1;214;0-20000-0-26389
Europe;Finland;KUOPIO RITONIEMI;62.7988888889;27.905;82;0-20000-0-02732
Europe;France;LANGRES;47.8436111111;5.3375;466;0-20000-0-07283
Europe;Serbia;VRANJE;42.55;21.9166666667;433;0-20000-0-13489
Europe;Latvia;PAVILOSTA;56.8883333333;21.1894444444;8.03;0-20000-0-26403
Europe;Austria;RETZ;48.7611111111;15.9416666667;320;0-20000-0-11022
Europe;Romania;ZALAU;47.1948817857;23.0467374013;295;0-20000-0-15063
Europe;Moldova (the Republic of);STEFAN-VODA;46.5166666667;29.4833333333;null;0-20000-0-33892
Europe;Russian Federation;NAL'CIK;43.5333333333;43.6333333333;424.77;0-20000-0-37212
Europe;Finland;KEMIJARVI AIRFIELD;66.7155555556;27.1591666667;208;0-20000-0-02814
Europe;Austria;MAYRHOFEN;47.1625;11.8513888889;640;0-20000-0-11330
Europe;Russian Federation;NAZRAN';43.15;44.85;663.9;0-20000-0-37218
Europe;Switzerland;HALLAU;47.6972222222;8.4705555556;419;0-20000-0-06624
Europe;Austria;JAUERLING;48.3344444444;15.3391666667;955;0-20000-0-11024
Europe;Turkey;NIGDE;37.9666666667;34.6833333333;1208;0-20000-0-17250
Europe;Russian Federation;GROZNYJ;43.25;45.7166666667;255.53;0-20000-0-37235
Europe;Ukraine;ASKANIIA-NOVA;46.45;33.8833333333;28;0-20000-0-33915
Europe;Russian Federation;GUDERMES;43.35;46.1166666667;74;0-20000-0-37244
Europe;Norway;DREVSJO;61.8897222222;12.0333333333;672;0-20000-0-01393
Europe;Norway;BJORNHOLT;60.0513888889;10.6877777778;360;0-20000-0-01489
Europe;Denmark;DROGDEN FYR;55.5363888889;12.7113888889;6.59;0-20000-0-06183
Europe;Switzerland;FRIBOURG / POSIEUX;46.7713888889;7.1136111111;646;0-20000-0-06625
Europe;Romania;BAILESTI;44.0292658083;23.3312240839;57;0-20000-0-15465
Europe;Switzerland;GOESGEN;47.3630555556;7.9736111111;380;0-20000-0-06626
Europe;Spain;SORIA;41.775;-2.4830555556;1082;0-20000-0-08148
Europe;Germany;HOYERSWERDA;51.4491666667;14.2530555556;115.9;0-20000-0-10495
Europe;Switzerland;GRENCHEN;47.1791666667;7.415;430;0-20000-0-06632
Europe;Norway;FEDJE;60.78;4.7197222222;19;0-20000-0-01307
Europe;Norway;RYGGE;59.3827777778;10.7880555556;40;0-20000-0-01494
Europe;Sweden;ORLANDS NORRA UDDE, SOL;57.3672222222;17.0986111111;2;0-20000-0-02573
Europe;Switzerland;PIZ CORVATSCH;46.4180555556;9.8211111111;3302.46;0-20000-0-06791
Europe;Russian Federation;KARABULAK;52.3333333333;46.3666666667;300.26;0-20000-0-34072
Europe;Greenland;APUTITEEQ;67.7833333333;-32.3;12;0-20000-0-04351
Europe;Switzerland;VALBELLA;46.755;9.5544444444;1569;0-20000-0-06793
Europe;Spain;BARCELONA SERVEI;41.3844444444;2.1180555556;95;0-20000-0-08190
Europe;Austria;WIEN/UNTERLAA;48.125;16.4194444444;200;0-20000-0-11040
Europe;France;VICHY-CHARMEIL;46.1666666667;3.3986111111;249;0-20000-0-07374
Europe;Germany;ANDERNACH;50.4236111111;7.4202777778;75;0-20000-0-10520
Europe;Russian Federation;KASUMKENT;41.6666666667;48.05;473;0-20000-0-37597
Europe;Austria;GROSSENZERSDORF;48.1997222222;16.5591666667;154.3;0-20000-0-11037
Europe;Poland;WARSZAWA BIELANY;52.2813888889;20.9633333333;99.76;0-20000-0-12372
Europe;Macedonia (the former Yugoslav Republic of);KRUSEVO;41.3666666667;21.25;null;0-20000-0-13582
Europe;Georgia;TBILISI;41.75;44.7694444444;427;0-20000-0-37545
Europe;Switzerland;BANTIGER;46.9777777778;7.5286111111;941.5;0-20000-0-06634
Europe;Turkey;DIYARBAKIR-BOLGE;37.9;40.2;675;0-20000-0-17281
Europe;France;POINTE DE CHASSIRON;46.0469444444;-1.4116666667;11;0-20000-0-07314
Europe;Spain;PERDIGUERA;41.7338888889;-0.5458333333;820;0-20000-0-08162
Europe;Germany;GEILENKIRCHEN;50.9591666667;6.0391666667;null;0-20000-0-10500
Europe;Romania;IASI;47.163333333;27.6272222222;74.29;0-20000-0-15090
Europe;Latvia;RUCAVA;56.1619444444;21.1733333333;19.76;0-20000-0-26503
Europe;Switzerland;VICOSOPRANO;46.3530555556;9.6277777778;1089;0-20000-0-06788
Europe;Finland;INARI RAJAJOOSEPPI;68.4780555556;28.3011111111;253;0-20000-0-02818
Europe;Denmark;HAMMER ODDE FYR;55.2980555556;14.7719444444;7.81;0-20000-0-06193
Europe;Switzerland;ILANZ;46.775;9.2152777778;698;0-20000-0-06789
Europe;Italy;CIVITAVECCHIA;42.0327777778;11.8330555556;3.48;0-20000-0-16214
Europe;Lithuania;VEZAICIAI;55.7205555556;21.4741666667;null;0-20000-0-26517
Europe;Switzerland;EMMEN;47.0841666667;8.2958333333;426;0-20000-0-06805
Europe;Bulgaria;LOVETCH;43.15;24.7;220;0-20000-0-15525
Europe;Azerbaijan;GUBA;41.3666666667;48.5166666667;550;0-20000-0-37675
Europe;Greenland;IKERASASSUAQ (PRINS CHRISTIAN SUND);60.0552777778;-43.1652777778;88;0-20000-0-04390
Europe;Switzerland;BUOCHS;46.9769444444;8.3908333333;442;0-20000-0-06806
Europe;Spain;MADRID/GETAFE;40.2994444444;-3.7222222222;620;0-20000-0-08224
Europe;France;SEMBADEL-RADAR;45.2891666667;3.7094444444;1115;0-20000-0-07461
Europe;Germany;ERFURT-WEIMAR;50.9847222222;10.9630555556;316;0-20000-0-10554
Europe;Greece;KASTELI (AIRPORT);35.1888;25.3289;359.66;0-20000-0-16760
Europe;Russian Federation;KALININGRAD;54.7263888889;20.5583333333;19.04;0-20000-0-26702
Europe;Russian Federation;NOVOANNENSKIJ;50.5333333333;42.6833333333;96.37;0-20000-0-34254
Europe;United Kingdom (the);INVERBERVIE NO.2;56.8519444444;-2.2658333333;134;0-20000-0-03088
Europe;Ireland;SHERKIN ISLAND;51.4666666667;-9.4166666667;null;0-20000-0-03951
Europe;Iceland;DALATANGI (4097-0);65.2666666667;-13.5833333333;9;0-20000-0-04097
Europe;Switzerland;PIZ MARTEGNAS;46.5772222222;9.5294444444;2670;0-20000-0-06795
Europe;Greece;KYTHIRA;36.1492;22.9887;166.1;0-20000-0-16743
Europe;Armenia;TASHIR;41.1233333333;44.28;null;0-20000-0-37618
Europe;Syrian Arab Republic;ETHERIA;35.4;37.85;458;0-20000-0-40027
Europe;Switzerland;STA. MARIA, VAL MUESTAIR;46.6022222222;10.4263888889;1383;0-20000-0-06796
Europe;Poland;ZIELONA GORA;51.9302777778;15.5244444444;191.55;0-20000-0-12400
Europe;Georgia;BOLNISI;41.4511111111;44.5591666667;534;0-20000-0-37621
Europe;Norway;SVOLVAER AP;68.2452777778;14.6694444444;8.22;0-20000-0-01161
Europe;Sweden;KILSBERGEN-SUTTARBODA;59.2994444444;14.8986111111;218.85;0-20000-0-02452
Europe;Sweden;FAROSUND-AR;57.9169444444;18.9569444444;12.92;0-20000-0-02587
Europe;United Kingdom (the);SENNYBRIDGE NO2;52.0633333333;-3.6147222222;307;0-20000-0-03507
Europe;Macedonia (the former Yugoslav Republic of);KUMANOVO;42.1333333333;21.7166666667;338;0-20000-0-13589
Europe;Romania;VLADEASA 1800;46.7592547489;22.7941829277;1836;0-20000-0-15119
Europe;Russian Federation;OKTYABRSKY GORODOK;51.6333333333;45.45;202.22;0-20000-0-34163
Europe;France;COGNAC;45.665;-0.3158333333;31;0-20000-0-07412
Europe;Poland;WROCLAW I;51.1130555556;16.8811111111;119.55;0-20000-0-12425
Europe;Romania;SARMASU;46.7475531073;24.1598039059;399;0-20000-0-15123
Europe;Turkey;FETHIYE;36.6166666667;29.1166666667;3;0-20000-0-17296
Europe;Belarus;SHARCOVSCHINA;55.3630555556;27.4566666667;null;0-20000-0-26643
Europe;Syrian Arab Republic;ABUKMAL;34.4166666667;40.9166666667;180;0-20000-0-40072
Europe;Poland;LUBLIN RADAWIEC;51.2166666667;22.3930555556;237.59;0-20000-0-12495
Europe;Russian Federation;VALUJKI;50.2166666667;38.1;111.14;0-20000-0-34321
Europe;Israel;BEN-GURION INT. AIRPORT;32;34.9;40;0-20000-0-40180
Europe;Netherlands;BERKHOUT AWS;52.6427777778;4.9788888889;-2.4;0-20000-0-06249
Europe;Finland;VIROLAHTI KOIVUNIEMI;60.5272222222;27.6727777778;5;0-20000-0-02831
Europe;Azerbaijan;SHAMKIR;40.8333333333;46.0333333333;404;0-20000-0-37734
Europe;Israel;OVDA;30;34.8333333333;null;0-20000-0-40198
Europe;Israel;EILAT;29.55;34.95;null;0-20000-0-40199
Europe;Romania;BAISOARA;46.5354712632;23.310232954;1360;0-20000-0-15163
Europe;Russian Federation;KAZANSKAJA;49.8;41.15;68.27;0-20000-0-34344
Europe;Armenia;SEVAN OZERO;40.5658333333;45.0083333333;null;0-20000-0-37717
Europe;Russian Federation;SMOLENSK;54.75;32.0666666667;240;0-20000-0-26781
Europe;Russian Federation;CHERNYAHOVSK;54.6369444444;21.7933333333;32.13;0-20000-0-26711
Europe;Sweden;TARFALA;67.9113888889;18.6072222222;1144.9;0-20000-0-02029
Europe;United Kingdom (the);MACHRIHANISH;55.4408333333;-5.6969444444;12.8;0-20000-0-03111
Europe;Germany;HOHN;54.3147222222;9.5388888889;10;0-20000-0-10038
Europe;Greece;KARPATHOS (AIRPORT);35.4171;27.1547;17.35;0-20000-0-16765
Europe;Switzerland;EGOLZWIL;47.1794444444;8.0047222222;521;0-20000-0-06648
Europe;Turkey;ANAMUR;36.0833333333;32.8333333333;3;0-20000-0-17320
Europe;Norway;TAKLE;61.0269444444;5.3805555556;38;0-20000-0-01319
Europe;Sweden;UPPSALA UNIVERSITY;59.8666666667;17.6333333333;13;0-20000-0-02462
Europe;United Kingdom (the);WEST FREUGH;54.8591666667;-4.9352777778;11;0-20000-0-03132
Europe;United Kingdom (the);CHURCH LAWFORD;52.3588888889;-1.3313888889;107;0-20000-0-03544
Europe;Germany;LEUCHTTURM KIEL;54.5002777778;10.2747222222;5;0-20000-0-10044
Europe;Bulgaria;RAZGRAD;43.5666666667;26.5;346;0-20000-0-15549
Europe;Lithuania;VILNIUS (26730-0);54.6261111111;25.1069444444;162.14;0-20000-0-26730
Europe;Netherlands;LAUWERSOOG AWS;53.4116666667;6.1991666667;2.9;0-20000-0-06277
Europe;Armenia;EGVARD;40.3194444444;44.4805555556;null;0-20000-0-37786
Europe;Sweden;NAIMAKKA;68.6777777778;21.5275;402.29;0-20000-0-02055
Europe;Sweden;SKAGSUDDE;63.1886111111;19.0205555556;11.39;0-20000-0-02269
Europe;Sweden;KERSTINBO;60.2688888889;16.9772222222;55.87;0-20000-0-02482
Europe;Ireland;MULLINGAR;53.5333333333;-7.3666666667;100;0-20000-0-03971
Europe;Germany;NORDHOLZ (FLUGPLATZ);53.7647222222;8.6583333333;25;0-20000-0-10136
Europe;Germany;IDAR-OBERSTEIN;49.6927777778;7.3263888889;376;0-20000-0-10618
Europe;Slovenia;LESCE;46.3619869701;14.1717817407;509;0-20000-0-14010
Europe;Switzerland;KLEWENALP;46.9363888889;8.4852777778;1700;0-20000-0-06856
Europe;Turkey;CORLU;41.1333333333;27.9166666667;174;0-20000-0-17054
Europe;Russian Federation;VOLOGDA (27037-0);59.3183333333;39.9255555556;124.71;0-20000-0-27037
Europe;Sweden;KIRUNA;67.8227777778;20.34;460;0-20000-0-02044
Europe;Switzerland;BRIENZER ROTHORN;46.7872222222;8.0430555556;2280;0-20000-0-06847
Europe;Germany;GREIFSWALDER OIE;54.2436111111;13.91;12;0-20000-0-10097
Europe;Ukraine;LOZOVA;48.9;36.3166666667;175;0-20000-0-34409
Europe;Albania;QYTETI STALIN;40.8;19.9;32;0-20000-0-13624
Europe;Azerbaijan;GOYCHAY;40.65;47.75;94;0-20000-0-37749
Europe;Palestine, State of;GAZA;31.5;34.45;null;0-20000-0-40233
Europe;United Kingdom (the);GLEN OGLE;56.4233333333;-4.32;564;0-20000-0-03148
Europe;United Kingdom (the);MILFORD HAVEN CONSERVANCY BOARD;51.7088888889;-5.0533333333;44;0-20000-0-03604
Europe;Iceland;REYKJAVIK (4130-0);64.1333333333;-21.9;52;0-20000-0-04130
Europe;Switzerland;ALPNACH;46.9430555556;8.2858333333;436;0-20000-0-06658
Europe;Palestine, State of;AL-ARROUB;31.9333333333;35.2166666667;null;0-20000-0-40242
Europe;Spain;VALENCIA/AEROPUERTO;39.485;-0.4747222222;59.9;0-20000-0-08284
Europe;Austria;KRUMBACH I. D. BUCKLIGEN WELT;47.5280555556;16.1866666667;545.2;0-20000-0-11386
Europe;Greenland;SWISS CAMP;69.5647222222;-49.3308333333;1092;0-20000-0-04458
Europe;Romania;GURAHONT;46.2791917177;22.3333052054;177;0-20000-0-15182
Europe;Bulgaria;MUSSALA (TOP/SOMMET);42.1833333333;23.5833333333;2925;0-20000-0-15615
Europe;Turkey;HOPA;41.4;41.4333333333;33;0-20000-0-17042
Europe;Netherlands;MARKNESSE AWS;52.7019444444;5.8875;-3.35;0-20000-0-06273
Europe;Poland;KRAKOW-BALICE;50.0802777778;19.8019444444;236.51;0-20000-0-12566
Europe;Turkey;ARTVIN;41.1833333333;41.8166666667;628;0-20000-0-17045
Europe;Belarus;BOBRUISK;53.2086111111;29.1269444444;null;0-20000-0-26961
Europe;Cyprus;ATHALASSA;35.1408333333;33.3963888889;162;0-20000-0-17607
Europe;Belarus;ZHLOBIN;52.8941666667;30.0436111111;null;0-20000-0-26966
Europe;Sweden;BJUROKLUBB;64.4813888889;21.5791666667;39.97;0-20000-0-02297
